p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.08,0.22,"Java/Spring Boot software architecture role; no explicit AI/ML duties, and expert engineering work is nonroutine.",1,3904363580,gpt-5.4,openai,exposure
0.12,0.18,"Manages digital/web/cloud application teams and strategy; little explicit AI/data-science work, and core managerial tasks are non-routine.",1,3905323921,gpt-5.4,openai,exposure
0.18,0.34,"Clinical project management and provider engagement use reporting/data tracking, but core work is coordination, oversight, and stakeholder interaction.",1,3901989941,gpt-5.4,openai,exposure
0.02,0.28,"Insurance account management posting shows client-facing advisory work; no AI/data-science duties, and tasks likely partly judgment-based.",1,3887906359,gpt-5.4,openai,exposure
0.03,0.18,"Relationship-driven external sales role; no AI/data-science duties, and core work relies on human persuasion and meetings.",1,3898175385,gpt-5.4,openai,exposure
0.08,0.18,Benefits sales role centered on client relationships and business development; mentions analytics platform but no direct AI work.,1,3904965409,gpt-5.4,openai,exposure
0.04,0.46,"Compliance testing, documentation, and reviews are structured; no explicit AI/data-science duties mentioned.",1,3903477311,gpt-5.4,openai,exposure
0.03,0.28,"Client advising, relationship management, and multitasking dominate; no AI/data-science duties mentioned, and work is not mostly routine.",1,3903831195,gpt-5.4,openai,exposure
0.08,0.22,"Actuarial reserving uses quantitative analysis, but posting mentions no AI/ML; judgment-heavy cross-functional leadership limits automation.",1,3884439563,gpt-5.4,openai,exposure
0.02,0.62,"Administrative benefits coordination; no AI/data-science duties mentioned. Core tasks are structured document, spreadsheet, and file maintenance work.",1,3900086872,gpt-5.4,openai,exposure
0.01,0.08,"Clinical assessment, care coordination, and patient evaluation dominate; no AI/data-science duties, low routine automability.",1,3903841464,gpt-5.4,openai,exposure
0.08,0.22,Internal audit leadership and judgment-heavy risk assessment; mentions automated audit technology but not AI-specific work.,1,3901639453,gpt-5.4,openai,exposure
0.02,0.12,"Clinical case management, assessments, care planning, and supervision are human-centered; no AI/data-science duties mentioned.",1,3900976314,gpt-5.4,openai,exposure
0.06,0.22,"IT risk/security leadership role; no AI/data-science duties stated, and core judgment-heavy planning tasks are not highly routine.",1,3898173174,gpt-5.4,openai,exposure
0.02,0.18,"Field Medicare sales role centered on in-person relationship-building and presentations; little explicit AI use, limited automatable core work.",1,3902753359,gpt-5.4,openai,exposure
0.03,0.28,"Client consulting, relationship management, and strategic recommendations dominate; little explicit AI/data-science work, limited routine automatable tasks.",1,3887499849,gpt-5.4,openai,exposure
0.02,0.72,"Traditional accounting and reconciliations; no AI/data-science duties mentioned. Many tasks are structured, rules-based, and software-automatable.",1,3904369077,gpt-5.4,openai,exposure
0.01,0.82,"Administrative claims support: file maintenance, data entry, record updates, and report distribution; no AI/ML duties mentioned.",1,3901350331,gpt-5.4,openai,exposure
0.02,0.58,"Insurance sales role; no AI/data-science duties mentioned. Core tasks are structured sales and explanation, partly automatable but still human-facing.",1,3899522930,gpt-5.4,openai,exposure
0.08,0.34,"Claims handling and exposure analysis use analytics, but core work is human judgment, investigation, liaison, and negotiation.",1,3904582691,gpt-5.4,openai,exposure
0.08,0.28,"Benefits consulting and client management role; little explicit AI/data-science work, with substantial interpersonal and judgment-based tasks.",1,3904362586,gpt-5.4,openai,exposure
0.03,0.62,"Phone-based sales and CRM updates; no AI duties mentioned. Many tasks are scriptable, but persuasion and compliance reduce full automation.",1,3902842704,gpt-5.4,openai,exposure
0.99,0.18,"Role directly manages predictive modeling and advanced analytics; core work is complex, supervisory, and judgment-intensive.",1,3905817370,gpt-5.4,openai,exposure
0.03,0.42,"Graphic design role mentions no AI/data work; some production and admin tasks are automatable, but creative collaboration limits full automation.",1,3894996815,gpt-5.4,openai,exposure
0.08,0.34,"Finance analysis/partnering role uses tools, not AI-specific; includes judgment, planning, reviews, and ad-hoc analysis.",1,3902737910,gpt-5.4,openai,exposure
0.06,0.22,"Systems management, planning, testing, and release coordination; technical but not AI-focused, with substantial managerial judgment.",1,3901455749,gpt-5.4,openai,exposure
0.06,0.22,"Java application development for document systems; no AI/ML mentioned, and core work is complex, collaborative software engineering.",1,3895559727,gpt-5.4,openai,exposure
0.02,0.18,"Field insurance sales with home visits, relationship-building, and service; no AI/data-science duties mentioned.",1,3898172898,gpt-5.4,openai,exposure
0.03,0.42,"Recruiting role; posting mentions no AI/analytics work. Some sourcing/screening is automatable, but relationship-driven hiring remains human.",1,3903452494,gpt-5.4,openai,exposure
0.82,0.28,"BI role centered on data analysis, forecasting, reporting, and visualization; leadership, judgment, and stakeholder advising reduce automability.",1,3902753451,gpt-5.4,openai,exposure
0.02,0.62,"Human translation/proofreading and vendor coordination; no AI/data-science duties. Text conversion is fairly automatable, but quality control remains human.",1,3894610088,gpt-5.4,openai,exposure
0.28,0.82,"Uses some automated AI audit tools, but core work is repetitive document review, scanning, filing, and shipping.",1,3904392485,gpt-5.4,openai,exposure
0.02,0.38,"Sales, advising, and relationship-building dominate; little AI use mentioned, though documentation and follow-ups are partly automatable.",1,3902938877,gpt-5.4,openai,exposure
0.02,0.58,"Traditional investment accounting and reporting role; repetitive reconciliations and filings, but requires judgment and coordination.",1,3898170539,gpt-5.4,openai,exposure
0.02,0.28,"Client-facing benefits account management uses compliance judgment and coordination; little explicit AI/data-science work, only some routine admin tasks.",1,3904385842,gpt-5.4,openai,exposure
0.28,0.22,"BI dashboard architecture uses data tools but not AI/ML; core work is custom design, stakeholder coordination, and leadership.",1,3894984328,gpt-5.4,openai,exposure
0.01,0.72,Executive administrative assistant posting shows no AI work; scheduling/support tasks are fairly routine and partly automatable.,1,3887497731,gpt-5.4,openai,exposure
0.06,0.28,"Behavioral-health operations, coordination, training, audits, and cross-functional leadership; little direct AI use, moderate routine administrative work.",1,3901981615,gpt-5.4,openai,exposure
0.08,0.24,"Java/AWS software engineering role; no AI/ML duties mentioned. Core work is complex, collaborative development, not mostly routine.",1,3906093658,gpt-5.4,openai,exposure
0.02,0.18,"Client-facing financial advising and relationship-building; no AI/data-science duties mentioned, and core work requires human judgment.",1,3887717638,gpt-5.4,openai,exposure
0.02,0.28,"Healthcare operations management role; no AI/data-science duties. Includes supervision, complaints, staffing, and problem-solving, limiting automation.",1,3904387937,gpt-5.4,openai,exposure
0.02,0.34,"Insurance sales/support role; no AI tasks mentioned. Some quoting/correspondence is routine, but negotiation and relationship work reduce automatability.",1,3884836213,gpt-5.4,openai,exposure
0.03,0.28,"Insurance sales and relationship-building role; uses basic software, not AI. Human persuasion and community outreach limit automation.",1,3884436886,gpt-5.4,openai,exposure
0.03,0.34,"Field inspections, negotiation, judgment, and customer interaction dominate; little explicit AI/data-science work.",1,3894416267,gpt-5.4,openai,exposure
0.08,0.28,"Project/performance analysis and cross-functional coordination; no explicit AI/data-science work, and tasks require judgment and stakeholder communication.",1,3884928036,gpt-5.4,openai,exposure
0.12,0.18,"Fraud-investigation management with compliance, mentoring, stakeholder coordination; minor claims data analysis, but core work is judgment-heavy and nonroutine.",1,3902753301,gpt-5.4,openai,exposure
0.03,0.28,"Sales/business development role; no AI or analytics duties mentioned. Relationship-building, consultative selling, and client retention limit automation.",1,3905825078,gpt-5.4,openai,exposure
0.03,0.28,"Insurance sales role emphasizes customer relationships, licensing, and selling; little AI use, but some routine sales/admin tasks exist.",1,3906255577,gpt-5.4,openai,exposure
0.03,0.34,"Recruiting coordination and management support; no AI/data-science duties stated, but human judgment and relationship work limit automation.",1,3901953998,gpt-5.4,openai,exposure
0.05,0.22,"Leadership account-management role in insurance; focuses on client strategy, staffing, negotiations, forecasting, not AI or routine tasks.",1,3904984593,gpt-5.4,openai,exposure
0.03,0.42,"Insurance underwriting evaluates applications and risk documents; no AI/data-science duties mentioned, but parts are rules-based and document-driven.",1,3906235168,gpt-5.4,openai,exposure
0.03,0.34,"Traditional underwriting and judgment-heavy risk assessment; little explicit AI/data-science use, though some analytical tasks are partly automatable.",1,3906227810,gpt-5.4,openai,exposure
0.18,0.34,"Data governance, quality, metadata, and stakeholder coordination; data-focused but not explicitly AI/ML, with substantial non-routine judgment.",1,3901637637,gpt-5.4,openai,exposure
0.03,0.22,"Claims handling and client consulting dominate; no AI/data-science duties mentioned, and complex judgment limits automation.",1,3901343760,gpt-5.4,openai,exposure
0.18,0.34,"Technology audit/compliance work uses testing and documentation, but posting shows no AI duties and requires human judgment.",1,3905333555,gpt-5.4,openai,exposure
1.0,0.12,"Role explicitly designs and deploys AI/ML systems; core work is complex, creative, collaborative, and leadership-heavy.",1,3902832523,gpt-5.4,openai,exposure
0.01,0.08,"Hands-on patient therapy and home visits dominate; little AI/data work, limited automatable documentation and scheduling tasks.",1,3894601902,gpt-5.4,openai,exposure
0.03,0.28,"Insurance sales role using leads and communication; no AI/data-science duties, and core persuasion/client interaction limits automation.",1,3900941807,gpt-5.4,openai,exposure
0.03,0.72,"Junior accounting duties are standard reporting, data entry, billing, and close tasks; no explicit AI or analytics work.",1,3889776090,gpt-5.4,openai,exposure
0.02,0.08,"Hands-on nursing, assessment, coordination, and supervision; no AI/data-science duties, low routinization.",1,3894604798,gpt-5.4,openai,exposure
0.34,0.12,"Data transformation leadership and process/system design; data-focused but not explicitly AI/ML, and strategic coordination is hard to automate.",1,3898162867,gpt-5.4,openai,exposure
0.02,0.18,"Clinical assessment, negotiation, and care coordination dominate; no AI/data-science duties mentioned, and work requires human judgment.",1,3902796577,gpt-5.4,openai,exposure
